stone_id,name,runic,transliteration,translation,page_url,image_url,image_filename
Ög 135,"Ög 135 - Östergötland: Gärdslösa (Enängen), Kumla",,: skaukR × auk : asur : reisþu : stein : þisa : eftiR * kak * faþur * sin *,"Skaung och Assur reste denna sten efter Kag, sin fader",https://www.christerhamp.se/runor/gamla/og/og135.html,https://www.christerhamp.se/runor/gamla/og/og135s.jpg,2095_Ög_135_Ög_135___Östergötland__Gärdslösa__Enängen__Kumla.jpg
Ög 136,Ög 136 - Östergötland: Rökstenen,,,,https://www.christerhamp.se/runor/gamla/og/og136.html,https://www.christerhamp.se/runor/gamla/og/og136-1s.jpg,2096_Ög_136_Ög_136___Östergötland__Rökstenen.jpg
Ög 137,"Ög 137 - Östergötland: Kvarntorp, Svanshals",,-,-,https://www.christerhamp.se/runor/gamla/og/og137.html,https://www.christerhamp.se/runor/gamla/og/og137s.jpg,2097_Ög_137_Ög_137___Östergötland__Kvarntorp__Svanshals.jpg
Ög 144,Ög 144 - Östergötland: Ödeshögs kyrka,,...l : reisþi (:) stein : þena : eftiR : helga : faþur : s...,"... reste denna sten efter Helge, sin fader",https://www.christerhamp.se/runor/gamla/og/og144.html,https://www.christerhamp.se/runor/gamla/og/og144s.jpg,2098_Ög_144_Ög_144___Östergötland__Ödeshögs_kyrka.jpg
Ög 145,Ög 145 - Östergötland: Dagsbergs kyrkogårdsmur,,... ...ur : sin : eR : furs : ... hilfnai : (a)(u)str,"... sin fader / broder, som dog ... österut",https://www.christerhamp.se/runor/gamla/og/og145.html,https://www.christerhamp.se/runor/gamla/og/og145s.jpg,2099_Ög_145_Ög_145___Östergötland__Dagsbergs_kyrkogårdsmur.jpg
Ög 146,Ög 146 - Östergötland: Dagsbergs kyrkogårdsmur,,× ufraþ × siti skin ... (r)ulf (f)aur sin × rkil uk ...k stin þina +,"Ofrad satte stenen ... Rolf, sin fader, Arnkel och ... denna sten",https://www.christerhamp.se/runor/gamla/og/og146.html,https://www.christerhamp.se/runor/gamla/og/og146s.jpg,2100_Ög_146_Ög_146___Östergötland__Dagsbergs_kyrkogårdsmur.jpg
Ög 147,Ög 147 - Östergötland: Furingstads kyrka,,suin * auk * satar * þa[im *] kirþu s(b)akaR * iftiR * fukla * br(u)þur*sun * sin,"Sven och Sandar de gjorde spänger efter Fugle, deras brorson",https://www.christerhamp.se/runor/gamla/og/og147.html,https://www.christerhamp.se/runor/gamla/og/og147s.jpg,2101_Ög_147_Ög_147___Östergötland__Furingstads_kyrka.jpg
Ög 148,Ög 148 - Östergötland: Furingstads kyrka,,: hlga : resti : stein : þasi : ftiR : asmut : sun : sin :,"Helga reste denna sten efter Åsmund, sin son",https://www.christerhamp.se/runor/gamla/og/og148.html,https://www.christerhamp.se/runor/gamla/og/og148s.jpg,2102_Ög_148_Ög_148___Östergötland__Furingstads_kyrka.jpg
Ög 149,Ög 149 - Östergötland: Furingstads kyrka,,...kun : auk : sikstain : raisþu : eftiR : hrulf : faþur : sin : ...tain : þonsi,"Håkon [?] och Sigsten reste efter Rolf, deras fader, denna sten",https://www.christerhamp.se/runor/gamla/og/og149.html,https://www.christerhamp.se/runor/gamla/og/og149s.jpg,2103_Ög_149_Ög_149___Östergötland__Furingstads_kyrka.jpg
Ög 150,Ög 150 - Östergötland: Furingstads kyrka,,: kuina : auk : þurun : auk : þur... ... ... ... sin : auk : kuna : e... ...,Gunna och Torun och Tor... deras och Gunna efter ...,https://www.christerhamp.se/runor/gamla/og/og150.html,https://www.christerhamp.se/runor/gamla/og/og150s.jpg,2104_Ög_150_Ög_150___Östergötland__Furingstads_kyrka.jpg
Ög 151,Ög 151 - Östergötland: Furingstads kyrka,,tur...rn rti * stun þansi * ufti × u(i)(s)(þ)i uis × broþu...,"Torbjörn reste denna sten efter , Svens broder",https://www.christerhamp.se/runor/gamla/og/og151.html,https://www.christerhamp.se/runor/gamla/og/og151s.jpg,2105_Ög_151_Ög_151___Östergötland__Furingstads_kyrka.jpg
Ög 152,"Ög 152 - Östergötland: Agetomta, Furingstad",,[: iluhi : l]it : raisa : stain : þina : aeftiR : sihstain : faþur:faþur : sin : leti : kuþ : saul :* hans :,"Illuge lät resa denna sten efter Sigsten, sin farfar. Gud lätte hans själ!",https://www.christerhamp.se/runor/gamla/og/og152.html,https://www.christerhamp.se/runor/gamla/og/og152s.jpg,2106_Ög_152_Ög_152___Östergötland__Agetomta__Furingstad.jpg
Ög 153,Ög 153 - Östergötland: Styrstads kyrkogårdsmur,,hruRikR risþi stain þansa aftiR fruþa auk asbaun suau sina ×,"Rörik reste denna sten efter Frode och Asbjörn, sina söner",https://www.christerhamp.se/runor/gamla/og/og153.html,https://www.christerhamp.se/runor/gamla/og/og153s.jpg,2107_Ög_153_Ög_153___Östergötland__Styrstads_kyrkogårdsmur.jpg
Ög 154,Ög 154 - Östergötland: Styrstads kyrkogårdsmur,,aosa : lit : kiara : kumb[l þita : eftiR : auar : faþur :] (s)in : kuþan : kuþ : ialbi : selu : auars :,"Åsa lär göra detta kummel efter Öjar, sin döde fader. Gud hjälpe Öjars själ",https://www.christerhamp.se/runor/gamla/og/og154.html,https://www.christerhamp.se/runor/gamla/og/og154s.jpg,2108_Ög_154_Ög_154___Östergötland__Styrstads_kyrkogårdsmur.jpg
Ög 155,"Ög 155 - Östergötland: Bjällbrunna, Styrstad",ᚦᚢᚱᚠᚱᛁᚦ × ᚱᛁᛋᛏᛁ × ᛂᚠᛏᛁᛦ × ᛅᛋᚴᚢᛏ × ᛅᚢᚴ × ᚴᛅᚢᛏᛅ ᛋᚢᚾᚢ × ᛋᛁᚾᛅ × ᛋᛏᛁᚾ × ᚦᛅᛋᛁ × ᚼᛅᚾ × ᚴᚢᛏᛁ × ᛂᛏᛅᚦᛁᛋ × ᛁ × ᛁᚴᚢᛅᚱᛋ × ᚼᛁᛚᚠᚾᛁᚴᛁ ×,þurfriþ × risti × eftiR × askut × auk × kauta sunu × sina × stin × þasi × han × kuti × etaþis × i × ikuars × hilfniki ×,"Torfrid reste efter Åsgöt och Göte, sina söner, denna sten. Han Göte ändade sitt liv i Ingvars härskara",https://www.christerhamp.se/runor/gamla/og/og155.html,https://www.christerhamp.se/runor/gamla/og/og155s.jpg,2109_Ög_155_Ög_155___Östergötland__Bjällbrunna__Styrstad.jpg
Ög 156,Ög 156 - Östergötland: Tingstads kyrka,,* tola * lit * reisa * stein * eftiR * þorlak * sun * sin *,"Tola lät resa stenen efter Torlak, sin son",https://www.christerhamp.se/runor/gamla/og/og156.html,https://www.christerhamp.se/runor/gamla/og/og156s.jpg,2110_Ög_156_Ög_156___Östergötland__Tingstads_kyrka.jpg
Ög 157,Ög 157 - Östergötland: Tingstads kyrkogård,,--ti- + karþi × br(u) + þasi + a-tiR + hemkil + auk * siba sunu × sina,"Afrid gjorde denna bro efter Hemkel och Sibbe, sina söner",https://www.christerhamp.se/runor/gamla/og/og157.html,https://www.christerhamp.se/runor/gamla/og/og157s.jpg,2111_Ög_157_Ög_157___Östergötland__Tingstads_kyrkogård.jpg
Ög 158,Ög 158 - Östergötland: Tingstads kyrka,,suartufþi × rasti × stain × þisa × iftiR + uiktiarf × faþur × s-- ×,"Svarthövde reste denna sten efter Vigdjärv, sin fader",https://www.christerhamp.se/runor/gamla/og/og158.html,https://www.christerhamp.se/runor/gamla/og/og158s.jpg,2112_Ög_158_Ög_158___Östergötland__Tingstads_kyrka.jpg
Ög 160,Ög 160 - Östergötland: Kimstads kyrka,,× ...[e]þa : let : kiarua : kumbl : efti[R :] keiRulr :: b--a : sin : koþan : kuþ : halbi : sialu : has :,"Frida [?] lät göra minnesmärket efter Gerulf, sin gode make. Gud hjälpe hans själ!",https://www.christerhamp.se/runor/gamla/og/og160.html,https://www.christerhamp.se/runor/gamla/og/og160s.jpg,2113_Ög_160_Ög_160___Östergötland__Kimstads_kyrka.jpg
Ög 161,Ög 161 - Östergötland: Kimstads kyrkogård,,× suen [×] auk × þeR × bryþr × r[istu × stein × iftR × kaþur × sin × iart × kuþ × h...]lbi × aut × has × auk × kus × muþ[-R × i × lius ×],Sven och hans bröder reste stenen efter deras fader Jarl. Gud hjälpe hans ande och Guds moder till ljuset.,https://www.christerhamp.se/runor/gamla/og/og161.html,https://www.christerhamp.se/runor/gamla/og/og161s.jpg,2114_Ög_161_Ög_161___Östergötland__Kimstads_kyrkogård.jpg
Ög 162,Ög 162 - Östergötland: Kullerstads bro,,+ hakun + karþi + bru + þasi + ian + su skal + haita + kunas + bru + iai saR + uaR × sua + hakunaR +,Håkon gjorde denna bro och den ska heta Gunnars bro. Och han var Håkons son.,https://www.christerhamp.se/runor/gamla/og/og162.html,https://www.christerhamp.se/runor/gamla/og/og162s.jpg,2115_Ög_162_Ög_162___Östergötland__Kullerstads_bro.jpg
Ög 163,"Ög 163 - Östergötland: Skattna, Kullerstad",,× ntisa × risti × sten × ebtiR × kufast × sun sin × kuþ × hiabi × aut × hans,"Adisa reste stenen efter Gudfast, sin son. Gud hjälpe hans ande.",https://www.christerhamp.se/runor/gamla/og/og163.html,https://www.christerhamp.se/runor/gamla/og/og163s.jpg,2116_Ög_163_Ög_163___Östergötland__Skattna__Kullerstad.jpg
Ög 165,Ög 165 - Östergötland: Skänninge kyrka,,"(*) þurun * risti * auk × þiR × bruþr × suniR :
× tusta × iftiR * sin * faþur
× þurkil×k rist × stin : þansi : aufti : tusta :",Torun reste och de bröder söner till Toste efter sin fader. Torkel ristade denna sten efter Toste,https://www.christerhamp.se/runor/gamla/og/og165.html,https://www.christerhamp.se/runor/gamla/og/og165-1s.jpg,2117_Ög_165_Ög_165___Östergötland__Skänninge_kyrka.jpg
Ög 166,"Ög 166 - Östergötland: Hospitalsmuren, Skänninge",,bulti : auk : ulfR : ristu : stina : þisi [iftiR : þrunt auk :] farulf : bruþr sina,"Bolde och Ulv reste dessa stenar efter Trond och Farulv, sina bröder",https://www.christerhamp.se/runor/gamla/og/og166.html,https://www.christerhamp.se/runor/gamla/og/og166s.jpg,2118_Ög_166_Ög_166___Östergötland__Hospitalsmuren__Skänninge.jpg
Ög 170,"Ög 170 - Östergötland: Ösby, Gårdeby",,halstun : risti : stun : þansi : RuiR : faþu : sin : sini,Hallsten reste denna sten över sin fader Sinir (?),https://www.christerhamp.se/runor/gamla/og/og170.html,https://www.christerhamp.se/runor/gamla/og/og170s.jpg,2119_Ög_170_Ög_170___Östergötland__Ösby__Gårdeby.jpg
Ög 171,Ög 171 - Östergötland: Skärkinds kyrkogårdS,,skiþaleubaz,Skinn-Ljuv,https://www.christerhamp.se/runor/gamla/og/og171.html,https://www.christerhamp.se/runor/gamla/og/og171s.jpg,2120_Ög_171_Ög_171___Östergötland__Skärkinds_kyrkogårdS.jpg
Ög 172,Ög 172 - Östergötland: Skärkinds kyrkogård,,kutr : uk : fastulfR : uk : burn : uk : rustin : þiR : ristu : stin : þina : iftR : s(t)ibi : faþur : sin * kuþan,"Göt och Fastulv och Björn och Rosten, de reste denna sten efter Stybbe, sin gode far.",https://www.christerhamp.se/runor/gamla/og/og172.html,https://www.christerhamp.se/runor/gamla/og/og172s.jpg,2121_Ög_172_Ög_172___Östergötland__Skärkinds_kyrkogård.jpg
Ög 174,Ög 174 - Östergötland: Skärkinds kyrka,,... ...-blas ÷ h... ...(u)sut-...,... begraven ... (?),https://www.christerhamp.se/runor/gamla/og/og174.html,https://www.christerhamp.se/runor/gamla/og/og174.jpg,2122_Ög_174_Ög_174___Östergötland__Skärkinds_kyrka.jpg
Ög 175,Ög 175 - Östergötland: Skärkinds kyrka,,... ...raif ¤ su(n) ...,ÖVERSÄTTNING,https://www.christerhamp.se/runor/gamla/og/og175.html,https://www.christerhamp.se/runor/gamla/og/og175.jpg,2123_Ög_175_Ög_175___Östergötland__Skärkinds_kyrka.jpg
Ög 176,"Ög 176 - Östergötland: Karlslund, Skärkind",,× skarþi × raiþi × stin × þonsi × iftiR kuþmrt × faþur × sin,"Skardi reste denna sten efter Gudmund, sin fader",https://www.christerhamp.se/runor/gamla/og/og176.html,https://www.christerhamp.se/runor/gamla/og/og176s.jpg,2124_Ög_176_Ög_176___Östergötland__Karlslund__Skärkind.jpg
Ög 178,Ög 178 - Östergötland: Vadstena,,[· tuwa tuwa · fuþarkgw : hnijïpzs : tbemlñod],-,https://www.christerhamp.se/runor/gamla/og/og178.html,https://www.christerhamp.se/runor/gamla/og/og178s.jpg,2125_Ög_178_Ög_178___Östergötland__Vadstena.jpg
Ög 179,Ög 179 - Östergötland: Vadstena klosterkyrka,,... ...i : stin : þonsi : Rfti : Rskil faþur sin :,"... reste stenen efter Eskil, sin fader",https://www.christerhamp.se/runor/gamla/og/og179.html,https://www.christerhamp.se/runor/gamla/og/og179s.jpg,2126_Ög_179_Ög_179___Östergötland__Vadstena_klosterkyrka.jpg
Ög 180,Ög 180 - Östergötland: Gammalkils kyrka,,[haltan :] (r)ist * stin * þasi :  hrulf : faþu [: sin :] (u)(a)(s) ku(þ),"Halvdan reste denna sten efter Rolf, sin fader. Han var god.",https://www.christerhamp.se/runor/gamla/og/og180.html,https://www.christerhamp.se/runor/gamla/og/og180s.jpg,2127_Ög_180_Ög_180___Östergötland__Gammalkils_kyrka.jpg
Ög 181,Ög 181 - Östergötland: Ledbergs kyrkogård,,(b)isi : sati : st(n) : þ(a)s(i) : iftiR : þurkut : ui(n)(u)(a)(l)(i)t : faþu(r) : sin : uk : þu : kuna : baþi : þmk:iii:sss:ttt:iii:l(l)l,"Bise satte denna sten efter Torgöt .. sin fader, de båda (Bise) och Gunna (reste stenen). Tistel, mistel, kistel.",https://www.christerhamp.se/runor/gamla/og/og181.html,https://www.christerhamp.se/runor/gamla/og/og181s.jpg,2128_Ög_181_Ög_181___Östergötland__Ledbergs_kyrkogård.jpg
Ög 182,Ög 182 - Östergötland: Ledbergs kyrkogård,,-,-,https://www.christerhamp.se/runor/gamla/og/og182.html,https://www.christerhamp.se/runor/gamla/og/og182s.jpg,2129_Ög_182_Ög_182___Östergötland__Ledbergs_kyrkogård.jpg
Ög 183,"Ög 183 - Östergötland: Kärrsjö, Ledberg",,* aki * uruni * risti * ifti * (b)ui * [bruþur] ...,"Åke ristade runorna efter Bue, sin broder",https://www.christerhamp.se/runor/gamla/og/og183.html,https://www.christerhamp.se/runor/gamla/og/og183s.jpg,2130_Ög_183_Ög_183___Östergötland__Kärrsjö__Ledberg.jpg
Ög 184,Ög 184 - Östergötland: Sjögestads kyrka,,× saþur + risti + ifti + þura + buþur + sin + uar + tauþr +,"Sätor[?] reste [stenen] efter Tore, sin broder, [som] dog",https://www.christerhamp.se/runor/gamla/og/og184.html,https://www.christerhamp.se/runor/gamla/og/og184s.jpg,2131_Ög_184_Ög_184___Östergötland__Sjögestads_kyrka.jpg
Ög 185,Ög 185 - Östergötland: Sjögestads kyrka,,-,... göra bro [?] ...,https://www.christerhamp.se/runor/gamla/og/og185.html,https://www.christerhamp.se/runor/gamla/og/og185s.jpg,2132_Ög_185_Ög_185___Östergötland__Sjögestads_kyrka.jpg
Ög 186,"Ög 186 - Östergötland: Frackstad, Sjögestad",,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Göt resta [stenen] efter Skåre, sin son. Anund högg ...",https://www.christerhamp.se/runor/gamla/og/og186.html,https://www.christerhamp.se/runor/gamla/og/og186s.jpg,2133_Ög_186_Ög_186___Östergötland__Frackstad__Sjögestad.jpg
Ög 187,"Ög 187 - Östergötland: Hackstad, Sjögestad",,[yustin : ri]sti : stin : þana : eftR : [tiura : faþur : sin :],"Josten reste denna sten efter Dyre, sin fader",https://www.christerhamp.se/runor/gamla/og/og187.html,https://www.christerhamp.se/runor/gamla/og/og187s.jpg,2134_Ög_187_Ög_187___Östergötland__Hackstad__Sjögestad.jpg
Ög 189,"Ög 189 - Östergötland: Bo, Vikingstad",,+ tuki × rist * stin × aft * bruþ sin * iust *,Toke reste stenen efter sin broder Josten,https://www.christerhamp.se/runor/gamla/og/og189.html,https://www.christerhamp.se/runor/gamla/og/og189s.jpg,2135_Ög_189_Ög_189___Östergötland__Bo__Vikingstad.jpg
Ög 190,"Ög 190 - Östergötland: Nybble, Vikingstad",,...s * risti + istin iftr * aguta * ku(þ)... ...,"... reste stenen efter Agute, en god ...",https://www.christerhamp.se/runor/gamla/og/og190.html,https://www.christerhamp.se/runor/gamla/og/og190s.jpg,2136_Ög_190_Ög_190___Östergötland__Nybble__Vikingstad.jpg
Ög 193,Ög 193 - Östergötland: Härberga kyrka,,"sistin * ris(þ)... ...
...ftiR * kermut * mak si...",,https://www.christerhamp.se/runor/gamla/og/og193.html,https://www.christerhamp.se/runor/gamla/og/og193s.jpg,2137_Ög_193_Ög_193___Östergötland__Härberga_kyrka.jpg
Ög 197,"Ög 197 - Östergötland: Sörby kyrka, Mjölby",,¤ uikutr ¤ risþi ¤ stina ¤ þisi ¤ ift(i)(R) ¤ [þu]rkut × bruþur ¤ sin,"Vigot reste dessa stenar efter Torgot, sin broder",https://www.christerhamp.se/runor/gamla/og/og197.html,https://www.christerhamp.se/runor/gamla/og/og197s.jpg,2138_Ög_197_Ög_197___Östergötland__Sörby_kyrka__Mjölby.jpg
Ög 199,Ög 199 - Östergötland: Sya,,[ylmstn : risti : stii] ... uftiR * gisl * (f)[aþur : sin r...],"Holmsten reste stenen efter Gisle, sin fader ...",https://www.christerhamp.se/runor/gamla/og/og199.html,https://www.christerhamp.se/runor/gamla/og/og199s.jpg,2139_Ög_199_Ög_199___Östergötland__Sya.jpg
Ög 200,"Ög 200 - Uddarp, Sya socken",,...R- --- ...umla ufti (k)iR(m)(i) * þ(k)(n) * ...u(t)(a)n b(u)... ...,"... kumlet efter Germe, en dugande man ...",https://www.christerhamp.se/runor/gamla/og/og200.html,https://www.christerhamp.se/runor/gamla/og/og200.jpg,2140_Ög_200_Ög_200___Uddarp__Sya_socken.jpg
Ög 201,Ög 201 - Östergötland: Veta kyrkogård,,": karli : auk * þeR : kunaR ÷ restu : stein : þensi
eftR * hamnta : bruþur : sin * trik ** kuþan : kuþ * hialbi * salu * has","Karle och Gunnar de reste denna sten efter Håmunde, sin broder, en god ung man. Gud hjälpe hans själ.",https://www.christerhamp.se/runor/gamla/og/og201.html,https://www.christerhamp.se/runor/gamla/og/og201s.jpg,2141_Ög_201_Ög_201___Östergötland__Veta_kyrkogård.jpg
Ög 202,"Ög 202 - Östergötland: Gottlösa, Veta socken",,* kiR... * risti * stina * þisi * iftim stinkl * þiR * uaRu : suniR : biarnaR,Gere reste dessa stenar efter Stenkil. De var Björns söner.,https://www.christerhamp.se/runor/gamla/og/og202.html,https://www.christerhamp.se/runor/gamla/og/og202s.jpg,2142_Ög_202_Ög_202___Östergötland__Gottlösa__Veta_socken.jpg
Ög 203,"Ög 203 - Östergötland: Gottlösa, Veta socken",,...R * k-k- (r)(i)(s)(t)(i) stin * þensi * ... uiurn * sui ...,"... reste denna sten efter Vibjörn, sin son.",https://www.christerhamp.se/runor/gamla/og/og203.html,https://www.christerhamp.se/runor/gamla/og/og203s.jpg,2143_Ög_203_Ög_203___Östergötland__Gottlösa__Veta_socken.jpg
Ög 204,Ög 204 - Östergötland: Viby kyrka,,-usti * risþi stin * eftiR aysti[(n) * mik * s]in [*],Toste reste stenen efter Östen sin måg [ ?],https://www.christerhamp.se/runor/gamla/og/og204.html,https://www.christerhamp.se/runor/gamla/og/og204s.jpg,2144_Ög_204_Ög_204___Östergötland__Viby_kyrka.jpg
Ög 206,Ög 206 - Östergötland: Viby källgård,,* sigbiurg * resþi * sten * þonsi * uftiR * kunar * buta sin :,"Sigbjörg reste stenen efter Gunnar, sin man.",https://www.christerhamp.se/runor/gamla/og/og206.html,https://www.christerhamp.se/runor/gamla/og/og206s.jpg,2145_Ög_206_Ög_206___Östergötland__Viby_källgård.jpg
Ög 207,"Ög 207 - Östergötland: Enebacken, Sjögestad, Viby",,(:) uiþulf : auk : kiRi : ristu : stin : þensi : iftiR : ufag * muþurbruþur : sin : but(a) (:) ku(þ)(a)n,"Redulv och Gere reste denna sten efter Ofeg, sin morbror, en god bonde",https://www.christerhamp.se/runor/gamla/og/og207.html,https://www.christerhamp.se/runor/gamla/og/og207s.jpg,2146_Ög_207_Ög_207___Östergötland__Enebacken__Sjögestad__Viby.jpg
Ög 208,"Ög 208 - Östergötland: Enebacken, Sjögestad, Viby",,: uigi : risþ : sten : þo(n)s- yftiR : ufag : faþur : sin :,"Vige reste denna sten efter Ofeg, sin fader",https://www.christerhamp.se/runor/gamla/og/og208.html,https://www.christerhamp.se/runor/gamla/og/og208s.jpg,2147_Ög_208_Ög_208___Östergötland__Enebacken__Sjögestad__Viby.jpg
Ög 209,"Ög 209 - Östergötland: Enebacken, Sjögestad, Viby",,: tusti : risti : stin : eftiR * tuka * auk * u÷rusta : nefa : sina :,"Toste reste stenen efetr Toke och Oruste, sina brorsöner",https://www.christerhamp.se/runor/gamla/og/og209.html,https://www.christerhamp.se/runor/gamla/og/og209s.jpg,2148_Ög_209_Ög_209___Östergötland__Enebacken__Sjögestad__Viby.jpg
Ög 210,"Ög 210 - Östergötland: Kårarp, Viby",,: tusti : resþi : stn : þesi : eftiR : keslik : faþur : sin :,"Toste reste denna sten efter Gäsling, sin fader",https://www.christerhamp.se/runor/gamla/og/og210.html,https://www.christerhamp.se/runor/gamla/og/og210s.jpg,2149_Ög_210_Ög_210___Östergötland__Kårarp__Viby.jpg
Ög 211,"Ög 211 - Östergötland: Mörby, Viby",,* fulugi : raisþi : sten : þensi : eftiR : sagsa : faþur : sin :,"Fulluge reste denna sten efter Saxe, sin fader",https://www.christerhamp.se/runor/gamla/og/og211.html,https://www.christerhamp.se/runor/gamla/og/og211s.jpg,2150_Ög_211_Ög_211___Östergötland__Mörby__Viby.jpg
Ög 213,Ög 213 - Östergötland: Västerlösa kyrka,,: steinlauk : let : lekia : stein : þena : ufiR : (a)(l)ui : sun : sin : kuþ : hiabi : siol : hans : auk : kus : moþiR :,"Stenlög lät lägga denna sten över Alver, sin son. Gud och Guds moder hjälpe hans själ!",https://www.christerhamp.se/runor/gamla/og/og213.html,https://www.christerhamp.se/runor/gamla/og/og213s.jpg,2151_Ög_213_Ög_213___Östergötland__Västerlösa_kyrka.jpg
Ög 214,"Ög 214 - Östergötland: Egeby knekttorp, Västerlösa",,ulf * risti * stin * [þisi * iftiR *] ufak * f[aþu]r * sin * auk * bru * þisi * k[ari]þi,"Ulv reste denna sten efter Ofeg, sin fader, och gjorde denna bro.",https://www.christerhamp.se/runor/gamla/og/og214.html,https://www.christerhamp.se/runor/gamla/og/og214s.jpg,2152_Ög_214_Ög_214___Östergötland__Egeby_knekttorp__Västerlösa.jpg
Ög 216,Ög 216 - Östergötland: Sunds kyrkby,,: krim- ...,Grim ... (?),https://www.christerhamp.se/runor/gamla/og/og216.html,https://www.christerhamp.se/runor/gamla/og/og216s.jpg,2153_Ög_216_Ög_216___Östergötland__Sunds_kyrkby.jpg
Ög 217,"Ög 217 - Östergötland: Oppeby, Sund",,oniþikR : biorn : reisiR : stein : eftiR : krein : faþur : sin : auk : steinu : sistur : sina :,"Onidingen Björn reser stenen efter Gren, sin fader, och Stena, sin syster",https://www.christerhamp.se/runor/gamla/og/og217.html,https://www.christerhamp.se/runor/gamla/og/og217s.jpg,2154_Ög_217_Ög_217___Östergötland__Oppeby__Sund.jpg
Ög 219,"Ög 219 - Östergötland: Lundby, Lillkyrka",,a(u)(k)(a)utr : risþi : stin : þansi : RftiR : sikfus : mnk * sia *,"Ögöt reste denna sten efter Sigfus, sin måg",https://www.christerhamp.se/runor/gamla/og/og219.html,https://www.christerhamp.se/runor/gamla/og/og219s.jpg,2155_Ög_219_Ög_219___Östergötland__Lundby__Lillkyrka.jpg
Ög 220,Ög 220 - Östergötland: Östra Skrukeby kyrka,,: suen : auk : iki : letu : kiarua : kumbl : eftR :: uibiora : fnþur : sia : koþna : kuþ : hnlbi snlu : hnas : uel :,"Sven och Inge lät göra minnesmärket efter Vebjörn, deras gode fader. Gud hjälpe hans själ väl.",https://www.christerhamp.se/runor/gamla/og/og220.html,https://www.christerhamp.se/runor/gamla/og/og220s.jpg,2156_Ög_220_Ög_220___Östergötland__Östra_Skrukeby_kyrka.jpg
Ög 221,"Ög 221 - Östergötland: Reva, Törnevalla socken",,aytr : rasti : stin : þasi : aftiR : t[an]sk[a] : faþur : sin : buta : kuþan,"Önd reste denna sten efter Danske, sin fader, en god make",https://www.christerhamp.se/runor/gamla/og/og221.html,https://www.christerhamp.se/runor/gamla/og/og221s.jpg,2157_Ög_221_Ög_221___Östergötland__Reva__Törnevalla_socken.jpg
Ög 222,Ög 222 - Östergötland: Törnevalla kyrkogårdsport,,[...in : sati : sti]n : þana : e[ftiR : farþakn ...],Sven satte denna sten efter Farþegn ...,https://www.christerhamp.se/runor/gamla/og/og222.html,https://www.christerhamp.se/runor/gamla/og/og222.jpg,2158_Ög_222_Ög_222___Östergötland__Törnevalla_kyrkogårdsport.jpg
Ög 223,Ög 223 - Östergötland: Törnevalla kyrka,,: [----]tin : raistþi : stain : þana : iftiR : þuri : mak : sin,"... reste denna sten efter Tore, sin måg",https://www.christerhamp.se/runor/gamla/og/og223.html,https://www.christerhamp.se/runor/gamla/og/og223s.jpg,2159_Ög_223_Ög_223___Östergötland__Törnevalla_kyrka.jpg
Ög 224,"Ög 224 - Östergötland: Stratomta, Törnevalla",,: estriþ : ausualti : aukmuntr : þau : litu : rais:a : stain : þansi : aftiR : halftan : faþur : sin : auk : astriþ : at : bunta : sin : : kuþan :,"Ästrid, Osvalde, Augmund, de lät resa denna sten efter Halvdan, sin fader, och Ästrid efter sin gode make",https://www.christerhamp.se/runor/gamla/og/og224.html,https://www.christerhamp.se/runor/gamla/og/og224-1s.jpg,2160_Ög_224_Ög_224___Östergötland__Stratomta__Törnevalla.jpg
Ög 225,"Ög 225 - Östergötland: Högtomta, Östra Husby",,þruntr × risti + tsin × þinsa + aftiR * þurtsin [faþ](u)r sin,"Trond reste denna sten efter Torsten, sin fader",https://www.christerhamp.se/runor/gamla/og/og225.html,https://www.christerhamp.se/runor/gamla/og/og225s.jpg,2161_Ög_225_Ög_225___Östergötland__Högtomta__Östra_Husby.jpg
Ög 228,"Ög 228 - Östergötland: Tuna bro, Östra Husby",,hiþinkun × kiafluk : rastu × ftiR • ufak : buanta • sin hilbi kuþ ant hans •,"Hedingun, Gjaflaug reste efter Ofeg, deras make. Gud hjälpe hans ande.",https://www.christerhamp.se/runor/gamla/og/og228.html,https://www.christerhamp.se/runor/gamla/og/og228s.jpg,2162_Ög_228_Ög_228___Östergötland__Tuna_bro__Östra_Husby.jpg
Ög 229,"Ög 229 - Östergötland: Varby, Östra Husby",,: austaen × auk × urykia : raistu + kumbl + þisa : at : haiRa : faþur sin × guþ hiul[b]i : onta has,"Östen och Orökja reste detta minnesmärke efter Gere, sin fader. Gud hjälpe hans ande!",https://www.christerhamp.se/runor/gamla/og/og229.html,https://www.christerhamp.se/runor/gamla/og/og229s.jpg,2163_Ög_229_Ög_229___Östergötland__Varby__Östra_Husby.jpg
Ög 230,"Ög 230 - Östergötland: Åkerby trappbacke, Häradshammar",,: þulfR : resti : sten : þisa : aftiR : ketil : sun : sin,"Tolv reste denna sten efter Kättil, sin son",https://www.christerhamp.se/runor/gamla/og/og230.html,https://www.christerhamp.se/runor/gamla/og/og230s.jpg,2164_Ög_230_Ög_230___Östergötland__Åkerby_trappbacke__Häradshamma.jpg
