filename,batch,idx,transliteration,runic,n_chars,source,split
syn_000440_ekRgg_ᛖᚲᛉᚷᚷ.png,,440,ekRgg,ᛖᚲᛉᚷᚷ,5,synth,train
syn_000440_ek_ᛖᚲ.png,,440,ek,ᛖᚲ,2,synth,train
syn_000440_weiknlmfŋboillïsmgg_ᚹᛖᛁᚲᚾᛚᛗᚠᛜᛒᛟᛁᛚᛚᛇᛊᛗᚷᚷ.png,,440,weiknlmfŋboillïsmgg,ᚹᛖᛁᚲᚾᛚᛗᚠᛜᛒᛟᛁᛚᛚᛇᛊᛗᚷᚷ,19,synth,train
syn_000441_ekd_ᛖᚲᛞ.png,,441,ekd,ᛖᚲᛞ,3,synth,train
syn_000441_ektn_ᛖᚲᛏᚾ.png,,441,ektn,ᛖᚲᛏᚾ,4,synth,train
syn_000441_þejndwdRïþŋïoŋf_ᚦᛖᛃᚾᛞᚹᛞᛉᛇᚦᛜᛇᛟᛜᚠ.png,,441,þejndwdRïþŋïoŋf,ᚦᛖᛃᚾᛞᚹᛞᛉᛇᚦᛜᛇᛟᛜᚠ,15,synth,train
syn_000442_bïsRbmŋRjRps_ᛒᛇᛊᛉᛒᛗᛜᛉᛃᛉᛈᛊ.png,,442,bïsRbmŋRjRps,ᛒᛇᛊᛉᛒᛗᛜᛉᛃᛉᛈᛊ,12,synth,test
syn_000442_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,442,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000442_ŋpokfsþrfilr_ᛜᛈᛟᚲᚠᛊᚦᚱᚠᛁᛚᚱ.png,,442,ŋpokfsþrfilr,ᛜᛈᛟᚲᚠᛊᚦᚱᚠᛁᛚᚱ,12,synth,train
syn_000443_iaaounlwegewnm_ᛁᚨᚨᛟᚢᚾᛚᚹᛖᚷᛖᚹᚾᛗ.png,,443,iaaounlwegewnm,ᛁᚨᚨᛟᚢᚾᛚᚹᛖᚷᛖᚹᚾᛗ,14,synth,train
syn_000443_tefaïuhfïpt_ᛏᛖᚠᚨᛇᚢᚺᚠᛇᛈᛏ.png,,443,tefaïuhfïpt,ᛏᛖᚠᚨᛇᚢᚺᚠᛇᛈᛏ,11,synth,train
syn_000443_tiwaRilp_ᛏᛁᚹᚨᛉᛁᛚᛈ.png,,443,tiwaRilp,ᛏᛁᚹᚨᛉᛁᛚᛈ,8,synth,train
syn_000444_Rbfsgpwtw_ᛉᛒᚠᛊᚷᛈᚹᛏᚹ.png,,444,Rbfsgpwtw,ᛉᛒᚠᛊᚷᛈᚹᛏᚹ,9,synth,train
syn_000444_aRshhpgaþnp_ᚨᛉᛊᚺᚺᛈᚷᚨᚦᚾᛈ.png,,444,aRshhpgaþnp,ᚨᛉᛊᚺᚺᛈᚷᚨᚦᚾᛈ,11,synth,train
syn_000444_dftlþwpufbRmedbma_ᛞᚠᛏᛚᚦᚹᛈᚢᚠᛒᛉᛗᛖᛞᛒᛗᚨ.png,,444,dftlþwpufbRmedbma,ᛞᚠᛏᛚᚦᚹᛈᚢᚠᛒᛉᛗᛖᛞᛒᛗᚨ,17,synth,train
syn_000445_droaordhphïtig_ᛞᚱᛟᚨᛟᚱᛞᚺᛈᚺᛇᛏᛁᚷ.png,,445,droaordhphïtig,ᛞᚱᛟᚨᛟᚱᛞᚺᛈᚺᛇᛏᛁᚷ,14,synth,train
syn_000445_tiwaRrfj_ᛏᛁᚹᚨᛉᚱᚠᛃ.png,,445,tiwaRrfj,ᛏᛁᚹᚨᛉᚱᚠᛃ,8,synth,train
syn_000445_ŋþnïïidt_ᛜᚦᚾᛇᛇᛁᛞᛏ.png,,445,ŋþnïïidt,ᛜᚦᚾᛇᛇᛁᛞᛏ,8,synth,train
syn_000446_awsïashukmdlh_ᚨᚹᛊᛇᚨᛊᚺᚢᚲᛗᛞᛚᚺ.png,,446,awsïashukmdlh,ᚨᚹᛊᛇᚨᛊᚺᚢᚲᛗᛞᛚᚺ,13,synth,train
syn_000446_mïwnhhŋ_ᛗᛇᚹᚾᚺᚺᛜ.png,,446,mïwnhhŋ,ᛗᛇᚹᚾᚺᚺᛜ,7,synth,train
syn_000446_sfwwjwfdtrhtjs_ᛊᚠᚹᚹᛃᚹᚠᛞᛏᚱᚺᛏᛃᛊ.png,,446,sfwwjwfdtrhtjs,ᛊᚠᚹᚹᛃᚹᚠᛞᛏᚱᚺᛏᛃᛊ,14,synth,train
syn_000447_Rnguw_ᛉᚾᚷᚢᚹ.png,,447,Rnguw,ᛉᚾᚷᚢᚹ,5,synth,train
syn_000447_ingwaRmw_ᛁᚾᚷᚹᚨᛉᛗᚹ.png,,447,ingwaRmw,ᛁᚾᚷᚹᚨᛉᛗᚹ,8,synth,train
syn_000447_ŋesepomphgobw_ᛜᛖᛊᛖᛈᛟᛗᛈᚺᚷᛟᛒᚹ.png,,447,ŋesepomphgobw,ᛜᛖᛊᛖᛈᛟᛗᛈᚺᚷᛟᛒᚹ,13,synth,train
syn_000448_iïbusþrŋmikjww_ᛁᛇᛒᚢᛊᚦᚱᛜᛗᛁᚲᛃᚹᚹ.png,,448,iïbusþrŋmikjww,ᛁᛇᛒᚢᛊᚦᚱᛜᛗᛁᚲᛃᚹᚹ,14,synth,train
syn_000448_laukáRw_ᛚᚨᚢᚲᚨᛉᚹ.png,,448,laukáRw,ᛚᚨᚢᚲᚨᛉᚹ,7,synth,train
syn_000448_ŋŋeprialnipjd_ᛜᛜᛖᛈᚱᛁᚨᛚᚾᛁᛈᛃᛞ.png,,448,ŋŋeprialnipjd,ᛜᛜᛖᛈᚱᛁᚨᛚᚾᛁᛈᛃᛞ,13,synth,train
syn_000449_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,449,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000449_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,449,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000449_ulntsnb_ᚢᛚᚾᛏᛊᚾᛒ.png,,449,ulntsnb,ᚢᛚᚾᛏᛊᚾᛒ,7,synth,train
syn_000450_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,450,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000450_jbhkgrpþ_ᛃᛒᚺᚲᚷᚱᛈᚦ.png,,450,jbhkgrpþ,ᛃᛒᚺᚲᚷᚱᛈᚦ,8,synth,test
syn_000450_spgRthjjþsp_ᛊᛈᚷᛉᛏᚺᛃᛃᚦᛊᛈ.png,,450,spgRthjjþsp,ᛊᛈᚷᛉᛏᚺᛃᛃᚦᛊᛈ,11,synth,train
syn_000451_Rolkdlodesnrhïïdkdi_ᛉᛟᛚᚲᛞᛚᛟᛞᛖᛊᚾᚱᚺᛇᛇᛞᚲᛞᛁ.png,,451,Rolkdlodesnrhïïdkdi,ᛉᛟᛚᚲᛞᛚᛟᛞᛖᛊᚾᚱᚺᛇᛇᛞᚲᛞᛁ,19,synth,train
syn_000451_igŋupfufŋnnïbad_ᛁᚷᛜᚢᛈᚠᚢᚠᛜᚾᚾᛇᛒᚨᛞ.png,,451,igŋupfufŋnnïbad,ᛁᚷᛜᚢᛈᚠᚢᚠᛜᚾᚾᛇᛒᚨᛞ,15,synth,train
syn_000451_jkufbþRdnwgw_ᛃᚲᚢᚠᛒᚦᛉᛞᚾᚹᚷᚹ.png,,451,jkufbþRdnwgw,ᛃᚲᚢᚠᛒᚦᛉᛞᚾᚹᚷᚹ,12,synth,train
syn_000452_airhwkebletlntïd_ᚨᛁᚱᚺᚹᚲᛖᛒᛚᛖᛏᛚᚾᛏᛇᛞ.png,,452,airhwkebletlntïd,ᚨᛁᚱᚺᚹᚲᛖᛒᛚᛖᛏᛚᚾᛏᛇᛞ,16,synth,train
syn_000452_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,452,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000452_oniuŋïbwthtftïg_ᛟᚾᛁᚢᛜᛇᛒᚹᛏᚺᛏᚠᛏᛇᚷ.png,,452,oniuŋïbwthtftïg,ᛟᚾᛁᚢᛜᛇᛒᚹᛏᚺᛏᚠᛏᛇᚷ,15,synth,train
syn_000453_huadothRbabpïau_ᚺᚢᚨᛞᛟᛏᚺᛉᛒᚨᛒᛈᛇᚨᚢ.png,,453,huadothRbabpïau,ᚺᚢᚨᛞᛟᛏᚺᛉᛒᚨᛒᛈᛇᚨᚢ,15,synth,train
syn_000453_ohŋik_ᛟᚺᛜᛁᚲ.png,,453,ohŋik,ᛟᚺᛜᛁᚲ,5,synth,train
syn_000453_tiwaRtpf_ᛏᛁᚹᚨᛉᛏᛈᚠ.png,,453,tiwaRtpf,ᛏᛁᚹᚨᛉᛏᛈᚠ,8,synth,val
syn_000454_iïgfiajkfuw_ᛁᛇᚷᚠᛁᚨᛃᚲᚠᚢᚹ.png,,454,iïgfiajkfuw,ᛁᛇᚷᚠᛁᚨᛃᚲᚠᚢᚹ,11,synth,train
syn_000454_kŋeoerlRd_ᚲᛜᛖᛟᛖᚱᛚᛉᛞ.png,,454,kŋeoerlRd,ᚲᛜᛖᛟᛖᚱᛚᛉᛞ,9,synth,test
syn_000454_laoŋswgŋþskŋ_ᛚᚨᛟᛜᛊᚹᚷᛜᚦᛊᚲᛜ.png,,454,laoŋswgŋþskŋ,ᛚᚨᛟᛜᛊᚹᚷᛜᚦᛊᚲᛜ,12,synth,train
syn_000455_mmRdjfahhbbkat_ᛗᛗᛉᛞᛃᚠᚨᚺᚺᛒᛒᚲᚨᛏ.png,,455,mmRdjfahhbbkat,ᛗᛗᛉᛞᛃᚠᚨᚺᚺᛒᛒᚲᚨᛏ,14,synth,train
syn_000455_tiwaR_ᛏᛁᚹᚨᛉ.png,,455,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000455_uRleþþþesltmijh_ᚢᛉᛚᛖᚦᚦᚦᛖᛊᛚᛏᛗᛁᛃᚺ.png,,455,uRleþþþesltmijh,ᚢᛉᛚᛖᚦᚦᚦᛖᛊᛚᛏᛗᛁᛃᚺ,15,synth,train
syn_000456_bfiwrft_ᛒᚠᛁᚹᚱᚠᛏ.png,,456,bfiwrft,ᛒᚠᛁᚹᚱᚠᛏ,7,synth,train
syn_000456_fuþarkmb_ᚠᚢᚦᚨᚱᚲᛗᛒ.png,,456,fuþarkmb,ᚠᚢᚦᚨᚱᚲᛗᛒ,8,synth,train
syn_000456_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,456,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000457_feuïidnpwt_ᚠᛖᚢᛇᛁᛞᚾᛈᚹᛏ.png,,457,feuïidnpwt,ᚠᛖᚢᛇᛁᛞᚾᛈᚹᛏ,10,synth,train
syn_000457_ldsnŋsewþjduRlapŋ_ᛚᛞᛊᚾᛜᛊᛖᚹᚦᛃᛞᚢᛉᛚᚨᛈᛜ.png,,457,ldsnŋsewþjduRlapŋ,ᛚᛞᛊᚾᛜᛊᛖᚹᚦᛃᛞᚢᛉᛚᚨᛈᛜ,17,synth,train
syn_000457_tdelmþilpgŋo_ᛏᛞᛖᛚᛗᚦᛁᛚᛈᚷᛜᛟ.png,,457,tdelmþilpgŋo,ᛏᛞᛖᛚᛗᚦᛁᛚᛈᚷᛜᛟ,12,synth,train
syn_000458_ek_ᛖᚲ.png,,458,ek,ᛖᚲ,2,synth,train
syn_000458_rdtbufRpwllïtjaa_ᚱᛞᛏᛒᚢᚠᛉᛈᚹᛚᛚᛇᛏᛃᚨᚨ.png,,458,rdtbufRpwllïtjaa,ᚱᛞᛏᛒᚢᚠᛉᛈᚹᛚᛚᛇᛏᛃᚨᚨ,16,synth,test
syn_000458_tiwaRl_ᛏᛁᚹᚨᛉᛚ.png,,458,tiwaRl,ᛏᛁᚹᚨᛉᛚ,6,synth,test
syn_000459_aomŋs_ᚨᛟᛗᛜᛊ.png,,459,aomŋs,ᚨᛟᛗᛜᛊ,5,synth,train
syn_000459_ingwaRauh_ᛁᚾᚷᚹᚨᛉᚨᚢᚺ.png,,459,ingwaRauh,ᛁᚾᚷᚹᚨᛉᚨᚢᚺ,9,synth,test
syn_000459_pdngim_ᛈᛞᚾᚷᛁᛗ.png,,459,pdngim,ᛈᛞᚾᚷᛁᛗ,6,synth,train
syn_000460_smjhiŋRþowRrrRbdb_ᛊᛗᛃᚺᛁᛜᛉᚦᛟᚹᛉᚱᚱᛉᛒᛞᛒ.png,,460,smjhiŋRþowRrrRbdb,ᛊᛗᛃᚺᛁᛜᛉᚦᛟᚹᛉᚱᚱᛉᛒᛞᛒ,17,synth,train
syn_000460_wtþrpdhdswh_ᚹᛏᚦᚱᛈᛞᚺᛞᛊᚹᚺ.png,,460,wtþrpdhdswh,ᚹᛏᚦᚱᛈᛞᚺᛞᛊᚹᚺ,11,synth,train
syn_000460_þoihugoh_ᚦᛟᛁᚺᚢᚷᛟᚺ.png,,460,þoihugoh,ᚦᛟᛁᚺᚢᚷᛟᚺ,8,synth,train
syn_000461_aluïhw_ᚨᛚᚢᛇᚺᚹ.png,,461,aluïhw,ᚨᛚᚢᛇᚺᚹ,6,synth,train
syn_000461_dRemiwawmulndj_ᛞᛉᛖᛗᛁᚹᚨᚹᛗᚢᛚᚾᛞᛃ.png,,461,dRemiwawmulndj,ᛞᛉᛖᛗᛁᚹᚨᚹᛗᚢᛚᚾᛞᛃ,14,synth,train
syn_000461_iakRŋbŋRtþþww_ᛁᚨᚲᛉᛜᛒᛜᛉᛏᚦᚦᚹᚹ.png,,461,iakRŋbŋRtþþww,ᛁᚨᚲᛉᛜᛒᛜᛉᛏᚦᚦᚹᚹ,13,synth,train
syn_000462_alu_ᚨᛚᚢ.png,,462,alu,ᚨᛚᚢ,3,synth,test
syn_000462_tiwaR_ᛏᛁᚹᚨᛉ.png,,462,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000462_þaïnifmknþlmŋw_ᚦᚨᛇᚾᛁᚠᛗᚲᚾᚦᛚᛗᛜᚹ.png,,462,þaïnifmknþlmŋw,ᚦᚨᛇᚾᛁᚠᛗᚲᚾᚦᛚᛗᛜᚹ,14,synth,val
syn_000463_htggmufdtweks_ᚺᛏᚷᚷᛗᚢᚠᛞᛏᚹᛖᚲᛊ.png,,463,htggmufdtweks,ᚺᛏᚷᚷᛗᚢᚠᛞᛏᚹᛖᚲᛊ,13,synth,train
syn_000463_lsowe_ᛚᛊᛟᚹᛖ.png,,463,lsowe,ᛚᛊᛟᚹᛖ,5,synth,train
syn_000463_mjpsajjolle_ᛗᛃᛈᛊᚨᛃᛃᛟᛚᛚᛖ.png,,463,mjpsajjolle,ᛗᛃᛈᛊᚨᛃᛃᛟᛚᛚᛖ,11,synth,train
syn_000464_gïedkïRberfbu_ᚷᛇᛖᛞᚲᛇᛉᛒᛖᚱᚠᛒᚢ.png,,464,gïedkïRberfbu,ᚷᛇᛖᛞᚲᛇᛉᛒᛖᚱᚠᛒᚢ,13,synth,test
syn_000464_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,464,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000464_þbþRomïwfkkt_ᚦᛒᚦᛉᛟᛗᛇᚹᚠᚲᚲᛏ.png,,464,þbþRomïwfkkt,ᚦᛒᚦᛉᛟᛗᛇᚹᚠᚲᚲᛏ,12,synth,train
syn_000465_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,465,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000465_lmahsgatpfkgïd_ᛚᛗᚨᚺᛊᚷᚨᛏᛈᚠᚲᚷᛇᛞ.png,,465,lmahsgatpfkgïd,ᛚᛗᚨᚺᛊᚷᚨᛏᛈᚠᚲᚷᛇᛞ,14,synth,test
syn_000465_nmdjïoRrlhiki_ᚾᛗᛞᛃᛇᛟᛉᚱᛚᚺᛁᚲᛁ.png,,465,nmdjïoRrlhiki,ᚾᛗᛞᛃᛇᛟᛉᚱᛚᚺᛁᚲᛁ,13,synth,test
syn_000466_hRRjtþRRhjgdlw_ᚺᛉᛉᛃᛏᚦᛉᛉᚺᛃᚷᛞᛚᚹ.png,,466,hRRjtþRRhjgdlw,ᚺᛉᛉᛃᛏᚦᛉᛉᚺᛃᚷᛞᛚᚹ,14,synth,train
syn_000466_laukáRpjb_ᛚᚨᚢᚲᚨᛉᛈᛃᛒ.png,,466,laukáRpjb,ᛚᚨᚢᚲᚨᛉᛈᛃᛒ,9,synth,train
syn_000466_rownup_ᚱᛟᚹᚾᚢᛈ.png,,466,rownup,ᚱᛟᚹᚾᚢᛈ,6,synth,train
syn_000467_RebktuunoRkisr_ᛉᛖᛒᚲᛏᚢᚢᚾᛟᛉᚲᛁᛊᚱ.png,,467,RebktuunoRkisr,ᛉᛖᛒᚲᛏᚢᚢᚾᛟᛉᚲᛁᛊᚱ,14,synth,train
syn_000467_ttbnpRorgwjihm_ᛏᛏᛒᚾᛈᛉᛟᚱᚷᚹᛃᛁᚺᛗ.png,,467,ttbnpRorgwjihm,ᛏᛏᛒᚾᛈᛉᛟᚱᚷᚹᛃᛁᚺᛗ,14,synth,train
syn_000467_ŋidRituoakmþtnrap_ᛜᛁᛞᛉᛁᛏᚢᛟᚨᚲᛗᚦᛏᚾᚱᚨᛈ.png,,467,ŋidRituoakmþtnrap,ᛜᛁᛞᛉᛁᛏᚢᛟᚨᚲᛗᚦᛏᚾᚱᚨᛈ,17,synth,train
syn_000468_ggwuasgR_ᚷᚷᚹᚢᚨᛊᚷᛉ.png,,468,ggwuasgR,ᚷᚷᚹᚢᚨᛊᚷᛉ,8,synth,train
syn_000468_nRlhjdŋlRtdïdþppgs_ᚾᛉᛚᚺᛃᛞᛜᛚᛉᛏᛞᛇᛞᚦᛈᛈᚷᛊ.png,,468,nRlhjdŋlRtdïdþppgs,ᚾᛉᛚᚺᛃᛞᛜᛚᛉᛏᛞᛇᛞᚦᛈᛈᚷᛊ,18,synth,test
syn_000468_publjïþgth_ᛈᚢᛒᛚᛃᛇᚦᚷᛏᚺ.png,,468,publjïþgth,ᛈᚢᛒᛚᛃᛇᚦᚷᛏᚺ,10,synth,train
syn_000469_kopfþoþgjkþlnmd_ᚲᛟᛈᚠᚦᛟᚦᚷᛃᚲᚦᛚᚾᛗᛞ.png,,469,kopfþoþgjkþlnmd,ᚲᛟᛈᚠᚦᛟᚦᚷᛃᚲᚦᛚᚾᛗᛞ,15,synth,train
syn_000469_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,469,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000469_mesïwlh_ᛗᛖᛊᛇᚹᛚᚺ.png,,469,mesïwlh,ᛗᛖᛊᛇᚹᛚᚺ,7,synth,train
syn_000470_RkfeRRdsj_ᛉᚲᚠᛖᛉᛉᛞᛊᛃ.png,,470,RkfeRRdsj,ᛉᚲᚠᛖᛉᛉᛞᛊᛃ,9,synth,train
syn_000470_fhwhajbkdnapu_ᚠᚺᚹᚺᚨᛃᛒᚲᛞᚾᚨᛈᚢ.png,,470,fhwhajbkdnapu,ᚠᚺᚹᚺᚨᛃᛒᚲᛞᚾᚨᛈᚢ,13,synth,train
syn_000470_pddmordgsmþr_ᛈᛞᛞᛗᛟᚱᛞᚷᛊᛗᚦᚱ.png,,470,pddmordgsmþr,ᛈᛞᛞᛗᛟᚱᛞᚷᛊᛗᚦᚱ,12,synth,train
syn_000471_alu_ᚨᛚᚢ.png,,471,alu,ᚨᛚᚢ,3,synth,test
syn_000471_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,471,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000472_iwsiþhþnlplþbbw_ᛁᚹᛊᛁᚦᚺᚦᚾᛚᛈᛚᚦᛒᛒᚹ.png,,472,iwsiþhþnlplþbbw,ᛁᚹᛊᛁᚦᚺᚦᚾᛚᛈᛚᚦᛒᛒᚹ,15,synth,train
syn_000472_nmbulpþmttnpŋ_ᚾᛗᛒᚢᛚᛈᚦᛗᛏᛏᚾᛈᛜ.png,,472,nmbulpþmttnpŋ,ᚾᛗᛒᚢᛚᛈᚦᛗᛏᛏᚾᛈᛜ,13,synth,train
syn_000472_stajomu_ᛊᛏᚨᛃᛟᛗᚢ.png,,472,stajomu,ᛊᛏᚨᛃᛟᛗᚢ,7,synth,train
syn_000473_alun_ᚨᛚᚢᚾ.png,,473,alun,ᚨᛚᚢᚾ,4,synth,train
syn_000473_tiwaRi_ᛏᛁᚹᚨᛉᛁ.png,,473,tiwaRi,ᛏᛁᚹᚨᛉᛁ,6,synth,train
syn_000473_wwjtmfeï_ᚹᚹᛃᛏᛗᚠᛖᛇ.png,,473,wwjtmfeï,ᚹᚹᛃᛏᛗᚠᛖᛇ,8,synth,train
syn_000474_deRfeŋ_ᛞᛖᛉᚠᛖᛜ.png,,474,deRfeŋ,ᛞᛖᛉᚠᛖᛜ,6,synth,train
syn_000474_ïlwkiordnwnplurRt_ᛇᛚᚹᚲᛁᛟᚱᛞᚾᚹᚾᛈᛚᚢᚱᛉᛏ.png,,474,ïlwkiordnwnplurRt,ᛇᛚᚹᚲᛁᛟᚱᛞᚾᚹᚾᛈᛚᚢᚱᛉᛏ,17,synth,train
syn_000474_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,474,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000475_bappŋþlkpw_ᛒᚨᛈᛈᛜᚦᛚᚲᛈᚹ.png,,475,bappŋþlkpw,ᛒᚨᛈᛈᛜᚦᛚᚲᛈᚹ,10,synth,train
syn_000475_tiwaR_ᛏᛁᚹᚨᛉ.png,,475,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000475_tŋŋwbrþiwstr_ᛏᛜᛜᚹᛒᚱᚦᛁᚹᛊᛏᚱ.png,,475,tŋŋwbrþiwstr,ᛏᛜᛜᚹᛒᚱᚦᛁᚹᛊᛏᚱ,12,synth,train
syn_000475_þffnaguis_ᚦᚠᚠᚾᚨᚷᚢᛁᛊ.png,,475,þffnaguis,ᚦᚠᚠᚾᚨᚷᚢᛁᛊ,9,synth,train
syn_000476_bkhsRjogtdk_ᛒᚲᚺᛊᛉᛃᛟᚷᛏᛞᚲ.png,,476,bkhsRjogtdk,ᛒᚲᚺᛊᛉᛃᛟᚷᛏᛞᚲ,11,synth,train
syn_000476_gljidbdo_ᚷᛚᛃᛁᛞᛒᛞᛟ.png,,476,gljidbdo,ᚷᛚᛃᛁᛞᛒᛞᛟ,8,synth,train
syn_000476_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,476,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000476_mmggïhemwlRmoh_ᛗᛗᚷᚷᛇᚺᛖᛗᚹᛚᛉᛗᛟᚺ.png,,476,mmggïhemwlRmoh,ᛗᛗᚷᚷᛇᚺᛖᛗᚹᛚᛉᛗᛟᚺ,14,synth,val
syn_000477_dnfþRïdïimRþh_ᛞᚾᚠᚦᛉᛇᛞᛇᛁᛗᛉᚦᚺ.png,,477,dnfþRïdïimRþh,ᛞᚾᚠᚦᛉᛇᛞᛇᛁᛗᛉᚦᚺ,13,synth,train
syn_000477_nghhjfbjuu_ᚾᚷᚺᚺᛃᚠᛒᛃᚢᚢ.png,,477,nghhjfbjuu,ᚾᚷᚺᚺᛃᚠᛒᛃᚢᚢ,10,synth,train
syn_000477_tiwaR_ᛏᛁᚹᚨᛉ.png,,477,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000477_twpnjnwdtmd_ᛏᚹᛈᚾᛃᚾᚹᛞᛏᛗᛞ.png,,477,twpnjnwdtmd,ᛏᚹᛈᚾᛃᚾᚹᛞᛏᛗᛞ,11,synth,train
syn_000478_fuþark_ᚠᚢᚦᚨᚱᚲ.png,,478,fuþark,ᚠᚢᚦᚨᚱᚲ,6,synth,train
syn_000478_ingwaRþl_ᛁᚾᚷᚹᚨᛉᚦᛚ.png,,478,ingwaRþl,ᛁᚾᚷᚹᚨᛉᚦᛚ,8,synth,train
syn_000478_tiwaR_ᛏᛁᚹᚨᛉ.png,,478,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000478_tuobkŋwŋ_ᛏᚢᛟᛒᚲᛜᚹᛜ.png,,478,tuobkŋwŋ,ᛏᚢᛟᛒᚲᛜᚹᛜ,8,synth,train
syn_000479_adŋrabhm_ᚨᛞᛜᚱᚨᛒᚺᛗ.png,,479,adŋrabhm,ᚨᛞᛜᚱᚨᛒᚺᛗ,8,synth,train
syn_000479_kïppgtdmggoepjRs_ᚲᛇᛈᛈᚷᛏᛞᛗᚷᚷᛟᛖᛈᛃᛉᛊ.png,,479,kïppgtdmggoepjRs,ᚲᛇᛈᛈᚷᛏᛞᛗᚷᚷᛟᛖᛈᛃᛉᛊ,16,synth,train
syn_000479_mmkeþapd_ᛗᛗᚲᛖᚦᚨᛈᛞ.png,,479,mmkeþapd,ᛗᛗᚲᛖᚦᚨᛈᛞ,8,synth,val
syn_000479_tfminupn_ᛏᚠᛗᛁᚾᚢᛈᚾ.png,,479,tfminupn,ᛏᚠᛗᛁᚾᚢᛈᚾ,8,synth,train
syn_000480_alu_ᚨᛚᚢ.png,,480,alu,ᚨᛚᚢ,3,synth,test
syn_000480_dnauRlrf_ᛞᚾᚨᚢᛉᛚᚱᚠ.png,,480,dnauRlrf,ᛞᚾᚨᚢᛉᛚᚱᚠ,8,synth,train
syn_000480_dsïïiþmfholþ_ᛞᛊᛇᛇᛁᚦᛗᚠᚺᛟᛚᚦ.png,,480,dsïïiþmfholþ,ᛞᛊᛇᛇᛁᚦᛗᚠᚺᛟᛚᚦ,12,synth,train
syn_000480_ïudjrdft_ᛇᚢᛞᛃᚱᛞᚠᛏ.png,,480,ïudjrdft,ᛇᚢᛞᛃᚱᛞᚠᛏ,8,synth,train
syn_000481_abwmafhirmii_ᚨᛒᚹᛗᚨᚠᚺᛁᚱᛗᛁᛁ.png,,481,abwmafhirmii,ᚨᛒᚹᛗᚨᚠᚺᛁᚱᛗᛁᛁ,12,synth,train
syn_000481_joilRnfeuïReg_ᛃᛟᛁᛚᛉᚾᚠᛖᚢᛇᛉᛖᚷ.png,,481,joilRnfeuïReg,ᛃᛟᛁᛚᛉᚾᚠᛖᚢᛇᛉᛖᚷ,13,synth,train
syn_000481_wrweRmrooïi_ᚹᚱᚹᛖᛉᛗᚱᛟᛟᛇᛁ.png,,481,wrweRmrooïi,ᚹᚱᚹᛖᛉᛗᚱᛟᛟᛇᛁ,11,synth,train
syn_000481_ŋuïŋofRe_ᛜᚢᛇᛜᛟᚠᛉᛖ.png,,481,ŋuïŋofRe,ᛜᚢᛇᛜᛟᚠᛉᛖ,8,synth,train
syn_000482_fdjgRkwswotuao_ᚠᛞᛃᚷᛉᚲᚹᛊᚹᛟᛏᚢᚨᛟ.png,,482,fdjgRkwswotuao,ᚠᛞᛃᚷᛉᚲᚹᛊᚹᛟᛏᚢᚨᛟ,14,synth,train
syn_000482_nmpnrRdibknldoRh_ᚾᛗᛈᚾᚱᛉᛞᛁᛒᚲᚾᛚᛞᛟᛉᚺ.png,,482,nmpnrRdibknldoRh,ᚾᛗᛈᚾᚱᛉᛞᛁᛒᚲᚾᛚᛞᛟᛉᚺ,16,synth,train
syn_000482_onmlþtdkspfr_ᛟᚾᛗᛚᚦᛏᛞᚲᛊᛈᚠᚱ.png,,482,onmlþtdkspfr,ᛟᚾᛗᛚᚦᛏᛞᚲᛊᛈᚠᚱ,12,synth,train
syn_000482_tiwaR_ᛏᛁᚹᚨᛉ.png,,482,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
